display_y,display_x,beds,sqft,photo_url,ppsf,baths,mlsnum,list_price,remarks,predicted_price
42.45874,-71.1289,3,1700.0,http://media.mlspin.com/photo.aspx?mls=72254796,414.71,2.0,72254796,699000.0,"Newly renovated breathtaking luxury condo within walking distance to Winchester Center! Featuring stunning hardwood floors throughout it?s one level of spacious living. Enter into this exquisite modern design containing a spectacular open floor feel with adjoining living room, dining area & eat-in kitchen w/ stainless steel appliances, granite countertops, an oversized kitchen sink & incredible ceiling heights. Containing 3 generously sized bedrooms, inclusive of the Master with master bath & custom walk-in closet. This unit has exceptional storage space between the closets, pantry & a full basement that could be finished for future expansion. You will enjoy a beautiful fenced in yard, as well as be able to relax in the peaceful sunroom/private den. This 2016 renovation has brand new windows, doors, heating systems & central air. With off-street parking for 4 cars, don't miss out on this opportunity to live in a stunning condo just minutes from Winchester Center & the commuter rail!",115392.01
42.81062,-70.86857,4,2161.0,http://media.mlspin.com/photo.aspx?mls=72255604,219.81,2.0,72255604,550000.0,"This 1850 classic Newburyport Colonial is ready for your touches. An amazing spot with a yard in the middle of downtown Newburyport! Walk to dinner & leave your car at home, or enjoy time in your private (and almost never found) private back yard. Also in the yard is a great bonus structure or entertainment, private work space, or workshop. This home has plenty of space & absolutely incredible potential. (See listing for 20 Center St which has already been converted.) This is a perfect spot for a Boston commuter who wants quick, easy access to transportation, or someone who has just always desired to live in beloved Newburyport & enjoy a downtown location with the arts, restaurants & shopping, all within site. When the beach is calling, Plum Island is just minutes down the road and a pure joy to have so close. Come live the Newburyport lifestyle with ease. Bring your ideas and make them happen. Pets are allowed! Welcome Home! (*Taxes Noted are for the entire building; actual rate TBD)",1680.84
42.74159,-71.10555,2,1475.0,http://media.mlspin.com/photo.aspx?mls=72255483,152.54,2.0,72255483,225000.0,"Welcome home! This fantastic townhouse in the highly desirable Farrwood Green could be yours! Hardwood floors throughout the entire main floor lead you through your large living room into your kitchen with stainless steel appliances, gas stove and a walkout to your rear patio. Upstairs are two spacious bedrooms with plenty of closet space. Down in the basement are your own washer and dryer hook ups, as well as plenty of finished space that could be used for almost any purpose. Schedule a showing today and see it for yourself!",-43342.57
42.31472,-71.0534,2,979.0,http://media.mlspin.com/photo.aspx?mls=72255265,464.76,1.0,72255265,439000.0,"Welcome to 82 Tuttle Street!  This two-bedroom condo features an airy open layout and tons of natural light. Conveniently located two blocks from The Savin Hill T and a short  distance to the beach, park and shopping. This unit has everything you need for city living. The large kitchen boasts expansive countertops, stainless appliances and ample cabinet space.  Original features, along with gorgeous wood flooring extends throughout the unit and have been maintained with many modern updates. Extra storage is on site and laundry is in building.  One parking spot in large driveway. This property is a ""do not miss!""",129083.71
42.64703,-71.39091,2,1303.0,http://media.mlspin.com/photo.aspx?mls=72255594,221.03,1.5,72255594,294000.0,"Gorgeous Cape style unit in Williamsburg II!!  A rare unit to boast a front porch, great for taking in your groceries in the rain and the up and coming snow!!  Unit being in Williamsburg II means no flood insurance required.  Gleaming hardwood floors, granite kitchen and baths, ceiling fans in both bedrooms and kitchen.  Bathrooms and kitchen have ceramic flooring.  Quality finished lower level with two rooms yet leaving ample storage area.  Three levels of living!!  Master bedroom with two closets.  Convenient first floor laundry area.",1680.84
42.29043,-71.15435,3,1100.0,http://media.mlspin.com/photo.aspx?mls=72255828,436.36,1.0,72255828,425000.0,"This top-floor condo offers an ideal location, impeccable condition and the possibility for future expansion with spacious, unfinished third floor! Updated kitchen with maple cabinets, granite countertops, and stainless steel appliances. Renovated full bath with granite countertop and bathtub with tile surround.  Three generously sized bedrooms with ample closet space. Elegant dining room, with built-in hutch for your collectibles, is open to a sunny living room. High ceilings, gleaming hardwood floors, newer central heat, air conditioning, and more! Two exclusive use outdoor deck spaces, driveway parking spot, and additional basement storage space. Wonderful central location within minutes to the heart of West Roxbury?s Centre Street with Roche Bros, Starbucks, and local shops/restaurants. A commuter?s dream just ½ mile to Highland or Bellevue train stops, or .1 miles to the 51 Bus.",123836.56
42.33722,-71.14983,1,640.0,http://media.mlspin.com/photo.aspx?mls=72256017,610.94,1.0,72256017,349000.0,"Location! Location! Location! In the heart of Cleveland Circle, bordering Brookline and Chestnut Hill, you are in the best part of Brighton. A few minutes away from 3 different train lines (B,C & D), the beautiful Chestnut Hill Reservoir and Reservation as well as many shops, bars and restaurants. This is a top floor one bedroom condo that is perfect for an owner occupant or an investor. The condo has southern exposure and oversized windows so it is always bright and sunny. Some of the main features include hardwood floors, 9ft ceilings, crown molding, built in bookcases, a private porch, and a modern eat in kitchen with granite countertops.  In addition, there is a private storage locker, as well as laundry on the ground floor. First showing will be at the Open House this Saturday, November 18th between 12-2pm.",173340.78
42.35315,-71.07477,1,683.0,http://media.mlspin.com/photo.aspx?mls=72256148,1000.0,1.0,72256147,669000.0,"This 1+ bedroom home is located on one of the most elegant blocks in the Back Bay! Sunny side, 2nd block of Comm Ave! Large open living space with 10' ceilings, hardwood floors, recessed lighting and skylights! Working fireplace with charming brick hearth. Granite updated kitchen with tall cabinets & stainless appliances. Luxurious bath with whirlpool tub & granite vanity. Attention Investors: The dining room is easily converted to accommodate a 2nd bedroom! Oversized Master bedroom with lofted, sloped ceiling, two large windows and skylights! Custom CA style closets! Private rear entry with large mud room/foyer with double custom built-ins/closets. Private storage space in basement.  Rental parking. Exceptional layout in this one of a kind city home!",279990.82
42.78048,-71.13298,2,1457.0,http://media.mlspin.com/photo.aspx?mls=72256522,157.86,1.5,72256521,219900.0,"This sought after end unit townhouse is ready to move in for the holidays, and you'll have the ease of outside maintenance done for you!!  This home is move in ready and features beautiful hardwood floors throughout, a generous dining area, and a family room.  Upstairs are two  large bedrooms with an attached Jack and Jill full size bathroom.  The second floor also provides the convenience of a washer and dryer  between bedrooms.  Off of the family room is a private end unit deck with a view of woodlands for enjoying the outdoors or grilling family meals. The family room slider, dishwasher, water heater, garage door and opener are all new. The complex provides all the amenities you could want to enjoy with Tennis courts, pool,  and plenty of walking areas.  This prime location is convenient to Rte 495 and Rte 97 and is in close proximity to shopping and restaurants while still in a tranquil,quiet setting.",-37515.15
42.46432,-71.0639,2,1200.0,http://media.mlspin.com/photo.aspx?mls=72256524,345.83,2.0,72256524,399900.0,"RARE OPPORTUNITY - South facing 5th floor 2 Bedroom 2 bath front corner unit at the desired Melrose Towers Condominiums.   Large living room / dining room combo leads to the screened in balcony which faces south and has one of the best views in the complex.  Enjoy the sun setting in the westerly facing bedrooms.  MBR has walk in closet.   BR2 has a large closet with built in drawers. Eat in kitchen  has newer appliances an stack-able washer/dryer.  Both bedrooms feature new wall to wall carpeting.  Unit has been recently painted. Central air conditioning.  Hot water heater recently replaced.  Outside parking spot #25 H and a very hard to find garage space in the building   Extra storage cubicle in lower level.  Complex has indoor pool, sauna, atrium area, tennis courts and an outdoor pool.  Showing start at open house on Sunday Nov. 19 at 12:00. Offers if any due Tuesday Nov. 21st at 5 PM.  Park in space 25H or guest parking only. Do not miss this great opportunity.",70349.59
42.34172,-71.07845,1,652.0,http://media.mlspin.com/photo.aspx?mls=72256525,1088.96,1.0,72256525,699000.0,"Quintessential 3rd floor front to back one bedroom unit located on a beautiful tree lined street in historic Rutland Square. Stunning front to back unit with plenty of natural sunlight, large living room/dining room area SS appliance, Custom built-ins Dual zone A/C and Heat and more. Upon entering you?re pleasantly greeted by an open concept feel, fully renovated kitchen new bamboo floors, new paint.  The spacious bedroom features an antique marble fireplace with direct access to your own new composite deck! Enjoy high ceilings, plenty of natural, custom built ins all walking distance to the south ends parks, restaurants, transportation the prudential and Hancock buildings, hospitals and more. All this, and a very low condo fee make this unit one not to be missed!! Open houses 11/18 and 11/19 from 11-1 pm",311766.76
42.34995,-72.52422,2,1358.0,http://media.mlspin.com/photo.aspx?mls=72256237,123.71,2.5,72256237,155000.0,"Why rent when you can own this spacious 1300+ SqFt, 2 Bedroom, 2.5 Bath Condo. The Condo's recently refurbished basement includes private Laundry, Family Rm, Home Office space, Bamboo floors, newer Bath with double-shower and more.  The main level boasts a tiled Foyer, inviting Kitchen with breakfast bar, 1/2 Bath, ample Living Rm with Dining Area, and direct access to a very private Patio -- perfect for grilling and entertaining -- that overlooks wonderful green spaces and dazzling sunsets. Upstairs there's another full Bath and 2 nice-size Bedrooms. The Brook at Amherst Green offers, 2 owner, plus guest parking, an in-ground Pool for Summer enjoyment and a central location (on the bus route) with easy access to Amherst Ctr, area shopping, local colleges, major routes, and miles of hiking and biking trails for buyers looking for a more active lifestyle.  Call today for your private preview appointment of this move-in-ready Condo and start to enjoy the benefits of home ownership today.",-57781.91
42.3073,-71.06292,2,927.0,http://media.mlspin.com/photo.aspx?mls=72256647,436.89,1.0,72256647,399000.0,"Penthouse 2 bed in historic Victorian overlooking Allen Park, the Meeting Hill Churchyard & the 1st Parish of Dorchester atop desirable Meeting House Hill w/ further views of the city including the Hancock Towner & Prudential Center from every room .This unit has most anything on your checklist: A gas fireplace, in-unit laundry, exclusive storage, roof rights, a private outdoor space directly accessed from the kitchen, & it's own deeded parking space. Rooms include a foyer, spacious & sunny rounded bow-front living room w/ fireplace flanked by built-in bookcases, a guest-bed, a master bed w/ double closets, a spacious kitchen w/ ample space for dining, a large marble bath, & a bonus space perfect for the home office or as a walk-in wardrobe. This kitchen includes granite counters, amply-sized & stylish cabinets & higher-level appliances w/ an ice-making french door fridge, a quieter dishwasher, & a 5 burner stove. Not far to the Fields Corner T. All this! Best this be your new home...",123836.56
42.27797,-71.12131,2,755.0,http://media.mlspin.com/photo.aspx?mls=72257712,496.69,1.0,72257712,325000.0,"Sunny and charming two bedroom plus office with too many updates to list! Top-floor unit with two large bedrooms and office with amazing natural light. Renovated bathroom features tub/shower combo, new vanity, tile and toilet. The kitchen features an eat-in area, plenty of cabinet space, new stainless steel six burner gas stove, microwave oven, refrigerator and dishwasher plus in-unit laundry. Your very own private deck is located right off the kitchen and overlooks the large shared yard. Large living room and added bonus of an extra front facing room which makes a great office or lounging area. Other features include wood floors throughout most of the home, central air and spacious basement storage area. Close to Roslindale Village, Forest Hills station and multiple bus lines. Plenty of on-street parking on a dead-end street. Great Condo Association!",136971.17
42.33134,-71.62544,2,1196.0,http://media.mlspin.com/photo.aspx?mls=72259240,262.96,2.0,72259239,315000.0,"NO SHOWING UNTIL OPEN HOUSE ON SATURDAY 12/2 FROM 1-3. ALL OFFERS TO BE HELD UNTIL TUESDAY End Of Day 12/5 - per Seller. Pride of ownership clearly comes thru in this 2 bedroom ranch in Birchwood, a desirable 55+ Adult Community. The home sits on a level lot that you have exclusive access to. Enjoy your front farmers porch and deck out back. With an open floor plan and cathedral ceilings in the living & dining rooms - it is great for entertaining. 4 season Sun Room w/AC gets sun most of the day! Whole house AC! Birchwood Community provides both a great place to live and a Community Center with a function room w/full kitchen & large deck for those parties where more space is needed. The Community trail ties into the Yellick & Suasco trail. Many upgrades - kitchen appliances (Fridge, Dishwasher & Stove) all replaced 2017, driveway redone 2014, new roof 2011 & porch and deck redone with Trek Decking 2010 . Birchwood is located close to major highways, restaurants and shopping centers.",38973.02
42.52508,-70.90571,2,1038.0,http://media.mlspin.com/photo.aspx?mls=72260020,197.5,1.0,72260020,199900.0,"Freshly painted and upgrades done!Light & Bright pent house unit. Taller than expected ceilings! Eat-in kitchen, double bay farm sink & pantry; hardwood floors throughout; newer windows; exclusive laundry hookup & lockable storage in bsmnt.Located on a lovely triple wide, tree lined, residential street. Great location for commuting in & out of Boston via The MBTA Commuter Rail, Bus or Salem Ferry! Experience the excitement of Historic Salem with it's culturally rich culture, history, museums, restaurants, cafés, shops, farmer's market & nightlife.Enjoy the exterior patio, or entertain friends & family, in the spacious shared fenced-in back yard. This owner occupied association is pet friendly. Low condo fees & property taxes. Plenty of on street parking. Well kept general areas, recent improvements include exterior paint,roof,gutters &windows in condo. All Offers Due Tuesday 12/5 at 9pm.",5492.62
42.34625,-71.16269,2,1388.0,http://media.mlspin.com/photo.aspx?mls=72260387,385.45,1.0,72260387,499000.0,"Generously-sized top-floor condo, with a great layout, nestled in nature. Entering in through the living room, you will find a cosy wood-burning fireplace. Off the living room is a heated sunroom with three walls of gleaming windows and built-in shelving for books, displays, and plants. A gracious dining room with a built-in china cabinet opens up to the cheerful kitchen with a combination of original and modern cabinetry and sunny windows overlooking trees. Two similarly-sized bedrooms are on either side of the bathroom?one bedroom features amazing views of Chandler Pond. Front entry features a private foyer and spacious closet. Private back porch, again with views of the pond, and a large shared back yard with mature plantings. Extra storage in the basement, with a shared washer/dryer. The Cenacles and Rogers Park surround the home. Only 1 mile from the heart of the Boston College campus (less than half a mile to the Brighton Campus). Driveway for one car is shared between the units.",88275.36
42.66513,-71.30062,2,1124.0,http://media.mlspin.com/photo.aspx?mls=72260416,153.02,1.5,72260416,174900.0,"This townhouse is vacant and ready for its new owner! Why spend more money on a high rent when you can own this home for less?! This is a small complex with a low condo fee (only $150/month!). All of the appliances are included - washer, dryer, fridge, stove, dishwasher! All appliances have been maintained or replaced.  Other features include - double closets in both bedrooms, kitchen slider to the deck, first floor laundry, extra large garage underneath with tremendous storage possibilities, and pull-down ladder access to the attic for more storage! Excellent location right on the Lowell/Dracut line with many amenities within walking distance - Market Basket, Walgreens, Olympia Sports, T Mobile, Dr. Dental, Pro-Nails, Supercuts, Anton's Cleaners, Verizon, Moe's Southwest Grill and TD Bank.  Easy access to 3 local parks.  All reasonable offers considered. Seller will concede $2,000 back at closing for a new kitchen floor.  Showings will start after 5:00 PM on 12/4/17",-43342.57
